,slope,intercept,r2,p_value,std_err,cause,country
90,-0.5165633667771754,1058.8244831811244,0.987929613486082,2.857541841756409e-32,0.010093602591027734,Environmental heat and cold exposure,Mozambique
91,-0.15433095435596544,319.24552699642675,0.9715885681437082,2.5571056331862693e-26,0.004665341241828464,Environmental heat and cold exposure,Nicaragua
92,-0.37074528046884986,792.5058499908838,0.4935271227047523,3.630175911354248e-06,0.06639314264417784,Environmental heat and cold exposure,Niger
93,-0.1691328404054792,353.5904233412052,0.04848675817872078,0.21080303021448699,0.13244903470034414,Environmental heat and cold exposure,Pakistan
94,-0.21633225396691266,444.05856692106215,0.9695808935957928,7.631747985730862e-26,0.006773723853960667,Environmental heat and cold exposure,Philippines
95,-0.3824542636721814,792.8211752246618,0.9806671293791451,5.379004750599235e-29,0.009492746442023463,Environmental heat and cold exposure,Sierra Leone
96,-2.5002778236640095,5058.284761608865,0.8512689345028472,8.652882122697477e-15,0.18474841956244517,Environmental heat and cold exposure,Sri Lanka
97,-0.4325725050209757,883.4036826945992,0.9446774019785266,1.1066924596241817e-21,0.018505185486371686,Environmental heat and cold exposure,Tunisia
98,-0.9091852040368367,1854.2680869134317,0.9712508173564004,3.0898521740720993e-26,0.027651864662204338,Environmental heat and cold exposure,Uganda
99,-8.39818983646384,17116.94175567285,0.7864034498362834,2.9393469957674685e-12,0.7737222930670216,Environmental heat and cold exposure,Ukraine
100,0.1826165364817766,-336.59864495713043,0.11797587797201026,0.04671749284954471,0.08826910737407043,Environmental heat and cold exposure,Zimbabwe
101,-0.12884962521862997,274.6000579822777,0.47315917731870794,6.951420907104752e-06,0.02403500662232888,Environmental heat and cold exposure,Australia
102,1.1058125271179085,-2199.497076506271,0.13324646101476628,0.03377737129900793,0.49857039493784894,Environmental heat and cold exposure,Austria
103,-0.2362688967416397,498.53207894464913,0.7590897748837659,2.0489950195069938e-11,0.023529495214067282,Environmental heat and cold exposure,Bosnia and Herz.
104,-1.343526352622784,2740.2361785054995,0.9371669345788284,8.515765532316773e-21,0.06149741282711566,Environmental heat and cold exposure,Botswana
105,-0.08258606097511657,170.1640666277541,0.8975991705957611,2.1519941481677124e-17,0.00493108261987624,Environmental heat and cold exposure,Brazil
106,0.06043243185188081,-101.2450849829178,0.059910859504896066,0.16296535504064966,0.04231816471949237,Environmental heat and cold exposure,Canada
107,-0.062464935137589224,129.85847649541728,0.9441408242728421,1.2918556738767791e-21,0.0026859020904904593,Environmental heat and cold exposure,Colombia
108,0.012292687298664536,-20.459341501981285,0.09264130811638822,0.08008734228757208,0.006800784409259642,Environmental heat and cold exposure,Cuba
109,0.0823720769214026,-125.62824800949988,0.001840554027870941,0.8096237577179517,0.33910227433985185,Environmental heat and cold exposure,Finland
110,-0.5540267090737913,1133.696806858652,0.9881208067642605,2.213122187858024e-32,0.010738513422211677,Environmental heat and cold exposure,Gabon
111,0.8058871682169517,-1602.628928235996,0.06481582272784886,0.1462127585526943,0.5411370972441633,Environmental heat and cold exposure,Germany
112,0.35832252414954624,-687.86285636273,0.7372843625480272,8.307779533036227e-11,0.03781155778635522,Environmental heat and cold exposure,Japan
113,-15.746857284828366,31956.87282452602,0.9604888988437145,5.031629829179975e-24,0.5645888462120708,Environmental heat and cold exposure,Kazakhstan
114,-0.8203322811997898,1697.21705911172,0.948409694223812,3.6130343024504086e-22,0.033822123540747547,Environmental heat and cold exposure,South Africa
115,-0.008243064185455434,20.7655820469464,0.02426323461451669,0.3790319510025192,0.009240717174009379,Environmental heat and cold exposure,Thailand
116,1.352874986779959,-2696.8521222211593,0.3884446885765075,8.241305991766321e-05,0.3000792429730756,Environmental heat and cold exposure,Netherlands
117,-0.12954674227063742,278.31722226240004,0.12185318876169414,0.043026130037316125,0.06147755995572923,Environmental heat and cold exposure,Sweden
118,0.7572562594992178,-1507.593162096512,0.14223924936292728,0.027893537068589092,0.32873143976693436,Environmental heat and cold exposure,Switzerland
119,0.09788544775058075,-175.30218187787696,0.12669258306635744,0.03882445482847698,0.04543087709587152,Environmental heat and cold exposure,United States of America
