,country,year,annual_cold_intensity_sum,annual_dry_area,annual_freeze_burden,annual_heat_intensity_sum,annual_potential_evap,annual_total_evap,anomaly_cold_days,anomaly_heat_days,caution_area,drought_episodes,evap_deficit,extreme_area,extreme_heat_episodes,extreme_rain_days,heat_episodes,heavy_rain_days,max_heat_intensity,max_monthly_wind_speed,max_rolling_heat_stress,max_runoff,max_temp,max_year_precip,mean_annual_net_solar,mean_annual_net_thermal,mean_annual_rsn,mean_annual_wind_speed,mean_caution_area,mean_cold_area,mean_dry_area,mean_extreme_area,mean_latent_heat,mean_sensible_heat,mean_soil_moisture,mean_temp,min_monthly_soil_moisture,min_temp,no2_mean,ozone_mean,pm25_mean,pressure_variability,runoff_days,total_tropical_nights,winter_mean_snow_density
21,Algeria,2011,15.022203519031716,349.2673872180451,3.886889097744356,6.452217898163632,-0.09501747,-0.0029830397,13.0,17.0,214.1265037593985,321,0.09203443,214.1265037593985,221,26,182,60,1.17015464106845,2.831214,3.103240923205348,0.017325684428215,48.69937,0.0719333663582801,14161519.0,-9994863.0,101.04015,1.9693347,0.5866479555052013,0.0106490112266968,0.9568969512823152,0.5866479555052013,-621675.6,-3556406.0,0.02984742,22.95083795068493,0.0138416,-9.604095,13.4,52.5,15.9,302.0008,41.0,0,103.38735
22,Algeria,2012,88.41211985893155,352.0757518796992,9.91179511278195,3.015515051752928,-0.09540342,-0.00270185,35.0,11.0,218.1815319548872,328,0.09270157,218.1815319548872,231,18,203,44,0.6970116410684497,2.7726777,1.1037309232053474,0.03665491938591,48.226227,0.1105913296341896,14186395.0,-10072261.0,102.08779,1.9970393,0.5961244042483257,0.0270814074119725,0.9619556062286864,0.5961244042483257,-563261.7,-3539320.0,0.030037494,22.941828365300548,0.012097697,-13.320648,14.1,51.3,16.1,317.31778,40.0,0,106.550964
23,Algeria,2013,19.802278590818027,351.5017387218045,5.166259398496235,6.501582333889836,-0.0961328,-0.0024991627,20.0,13.0,225.54736842105265,338,0.09363364,225.54736842105265,239,24,213,54,1.2631746410684457,2.5460887,2.754610923205341,0.0291905626654624,48.79239,0.0821778029203414,14314183.0,-10223011.0,101.69574,1.9303547,0.6179379956741168,0.0141541353383458,0.9630184622515192,0.6179379956741168,-520854.4,-3570014.8,0.026810363,23.120825528767124,0.012916395,-7.7503357,14.5,53.0,15.2,310.1282,28.0,0,105.32998
24,Algeria,2014,3.998578098163605,351.19614661654134,2.7156015037593937,21.57366051419035,-0.09726228,-0.0027752314,4.0,32.0,222.38543233082703,324,0.09448705,222.38543233082703,224,18,198,61,1.6574606410684467,2.12716,4.54538092320535,0.0145572237670421,49.186676,0.0615444183349609,14297799.0,-10235207.0,101.13087,1.6666784,0.6092751570707591,0.0074400041198887,0.9621812236069626,0.6092751570707591,-578363.2,-3485534.0,0.029791167,23.549433476712327,0.012403539,-6.350189,15.0,53.6,16.1,258.74353,48.0,0,103.85012
25,Algeria,2015,43.745488611686135,350.3519266917293,6.432236842105257,3.6178421285475855,-0.095385544,-0.0028002877,29.0,8.0,214.9495770676692,322,0.09258526,214.9495770676692,220,15,202,48,0.9609276410684516,3.3479955,1.837860923205348,0.025354728102684,48.490143,0.1082165390253067,14235456.0,-10070187.0,101.64056,1.9051579,0.5889029508703265,0.0176225666906993,0.9598682923061076,0.5889029508703265,-583651.25,-3571168.2,0.02852214,23.157336424931508,0.013097066,-9.097015,15.7,53.8,16.0,411.90195,53.0,0,105.41538
26,Algeria,2016,7.119449547245407,353.3285244360902,2.112265037593981,8.643598821368961,-0.09768288,-0.0023970378,6.0,20.0,226.64882518796992,329,0.09528584,226.6484022556391,228,18,211,51,1.4067286410684474,2.5859246,3.1379109232053466,0.0147056281566619,48.935944,0.0682863816618919,14154384.0,-10073237.0,101.04073,1.7927178,0.6192590852130325,0.0057712159497103,0.9653784820658202,0.6192579296602161,-499561.16,-3575003.2,0.025983898,23.874323771857924,0.012901872,-6.28891,16.4,52.3,16.7,350.12448,15.0,0,102.37345
27,Algeria,2017,44.30560046076794,352.8243421052632,6.438251879699244,10.348649103505856,-0.09773539,-0.0023204745,31.0,22.0,223.8484962406015,331,0.095414914,223.8484962406015,228,18,191,42,1.13646464106845,2.6393418,2.955047923205342,0.0137187615036964,48.66568,0.0566148571670055,14241164.0,-10163468.0,101.26768,1.9468704,0.6132835513441137,0.0176390462457513,0.9666420331651046,0.6132835513441137,-483636.34,-3591148.8,0.025942283,23.40781107369863,0.012366431,-10.440033,15.9,52.4,15.4,292.96832,13.0,0,104.62833
28,Algeria,2018,15.10184202086811,346.1650845864661,3.379981203007515,28.64569523205344,-0.09425794,-0.003201529,9.0,30.0,219.9968984962406,299,0.091056414,219.9968984962406,228,20,200,60,2.254140641068446,2.7355306,4.774383923205342,0.0171640962362289,49.783356,0.0805816054344177,14057228.0,-9899651.0,101.229065,1.7655802,0.6027312287568235,0.0092602224739931,0.9483974920177156,0.6027312287568235,-667229.6,-3489082.8,0.03195479,23.38924880273973,0.011867334,-7.94516,15.4,54.0,16.1,346.51648,39.0,0,103.65039
29,Algeria,2019,22.06297689265442,350.49450187969927,5.730827067669169,20.22094502671121,-0.09614479,-0.0026992199,16.0,25.0,216.5960526315789,324,0.09344557,216.5960526315789,216,25,196,61,2.0075586410684494,2.598779,5.567108923205346,0.0231804847717285,49.536774,0.1159428209066391,14303112.0,-10199153.0,101.145134,1.8418552,0.5934138428262437,0.0157008960758059,0.96025890925945,0.5934138428262437,-562531.1,-3534480.8,0.026821965,23.2888388,0.012883601,-7.339447,14.5,54.3,16.0,307.15036,35.0,0,103.306694
30,Algeria,2020,14.666103669949914,355.7604793233083,4.003759398496237,5.734733333889828,-0.0987954,-0.0021652998,11.0,13.0,228.9422462406015,342,0.0966301,228.9422462406015,231,12,202,40,0.9702046410684488,2.841515,2.4096389232053426,0.0295855700969696,48.49942,0.152908056974411,14252787.0,-10182531.0,100.50836,1.8990568,0.6255252629524631,0.0109392333292246,0.9720231675500226,0.6255252629524631,-451252.16,-3610175.0,0.022591388,23.89893865765028,0.0121045625,-7.5086365,14.3,54.7,15.3,368.20117,14.0,0,101.764435
31,Algeria,2021,6.2861167717863085,354.76419172932333,2.9134398496240563,34.65458220701174,-0.10107478,-0.00209398,7.0,44.0,230.64605263157893,342,0.0989808,230.64605263157893,225,11,202,38,2.2187396410684457,2.5696235,5.061248923205348,0.0128667950630187,49.747955,0.0635591223835945,14314753.0,-10405746.0,100.674194,1.9410316,0.6319069935111752,0.0079820269852713,0.971956689669379,0.6319069935111752,-436390.9,-3464600.0,0.022332521,24.409844547945205,0.011201493,-6.620453,,,16.9,266.8113,6.0,0,102.182335
32,Algeria,2022,7.763616120868112,356.05657894736845,4.156390977443605,7.461803051752931,-0.08628162,-0.0017387676,9.0,11.0,229.50281954887217,340,0.084542856,229.50281954887217,229,9,201,33,1.716054641068446,2.9637072,4.460174923205344,0.0106330886483192,49.24527,0.0548997521400451,12527380.0,-8719166.0,100.442986,2.143955,0.6287748480791018,0.0113873725409413,0.9754974765681328,0.6287748480791018,-362362.88,-3176559.0,0.020910963,23.85704574109589,0.011360441,-6.0850525,,,19.2,376.94528,7.0,0,101.2789
33,Algeria,2023,18.30037171903172,356.70883458646614,4.044924812030071,41.44112794991656,-0.048425935,-0.00089542347,13.0,28.0,239.41583646616544,352,0.047530513,239.41583646616544,251,15,227,47,2.8046776410684515,2.4653244,7.638641923205348,0.0125163793563842,50.333893,0.0698025599122047,7601626.5,-4928625.0,100.822235,1.977348,0.6559337985374395,0.0110819857863837,0.9772844783190852,0.6559337985374395,-186613.11,-1757549.1,0.019325957,24.127024538356164,0.011995428,-6.9740906,,,16.5,323.97903,20.0,0,102.87765
34,Algeria,2024,0.0,355.53999060150375,1.331343984962403,62.5936768998331,-0.09490964,-0.002015335,0.0,56.0,235.87265037593983,344,0.0928943,235.87265037593983,249,16,212,35,2.2768446410684504,2.4964497,5.854705923205351,0.032349557,49.80606,0.0957344844937324,13370580.0,-9411947.0,100.23551,1.8418349,0.6444607933768849,0.0036375518714819,0.9714207393483708,0.6444607933768849,-419996.78,-3438395.8,0.021206148,24.625071837431697,0.010920335,-4.207123,,,,410.77826,11.0,0,100.66929
35,Algeria,2025,3.1648443700385824,350.5031015037594,inf,9.019138616026716,-0.09875977,-0.0023631484,4.0,15.0,inf,326,0.096396625,inf,249,23,217,46,1.7131246410684469,2.8778791,3.3063669232053385,0.0199363678693771,49.24234,0.0587468072772026,14130749.0,-10057040.0,100.67869,1.832143,inf,inf,0.9602824698733134,inf,-492478.1,-3585961.2,0.025323043,24.08685983518266,0.012104149,-6.240326,,,,255.42607,12.0,0,102.42303
36,Australia,1990,34.36426282364633,310.3123883912368,0.6742548527127215,22.548668761367423,-0.117537454,-0.012993458,19.0,28.0,208.5464655410212,150,0.104544,208.5464655410212,224,22,158,281,2.6947945490945955,2.496468,4.456423442205661,0.2554471492767334,48.55837402343752,0.4104238450527191,16947472.0,-8361409.5,100.52424,1.8112407,0.5713601795644416,0.0018472735690759,0.850170927099279,0.5713601795644416,-2707826.2,-5861178.5,0.13329802,22.055603010672552,0.09493127,-8.894628906249977,23.6,28.5,6.48,320.813,21.0,0,100.02075
37,Australia,1991,37.78661136173582,314.43910335515903,0.6649196416904936,35.33486684863728,-0.11751916,-0.012926233,24.0,33.0,218.38855093715063,166,0.10459293,218.38855093715063,228,20,187,278,3.5049446955789705,2.6040502,8.684755961736911,0.2725183665752411,49.3685241699219,0.4085566699504852,16979450.0,-8501602.0,100.45762,1.8402009,0.598324797088084,0.0018216976484671,0.8614769954935864,0.598324797088084,-2693823.2,-5793239.5,0.12685435,22.22950224614449,0.09178833,-8.946417236328102,,28.0,6.38,360.61472,20.0,0,100.039246
