,country,year,cause,Deaths,DALYs,Incidence,income_level,income_level_mode,gdp,health_exp
0,Algeria,1990,Cardiovascular diseases,531.7843374062059,11253.922791550658,796.9633848862101,LM,LM,2445.18332740258,
1,Algeria,1990,Chronic respiratory diseases,36.0915789595565,1002.6517081656076,900.81125066446,LM,LM,2445.18332740258,
2,Algeria,1990,Environmental heat and cold exposure,0.1369688546210067,10.462594817114915,34.39190224033,LM,LM,2445.18332740258,
3,Algeria,1991,Cardiovascular diseases,522.1766142024703,11022.731268443062,795.3622713522601,LM,LM,1759.11201648229,
4,Algeria,1991,Chronic respiratory diseases,34.96569445168071,986.1160561190846,905.46316314001,LM,LM,1759.11201648229,
5,Algeria,1991,Environmental heat and cold exposure,0.1293087993776695,10.067620751269176,34.00253435931,LM,LM,1759.11201648229,
6,Algeria,1992,Cardiovascular diseases,513.2302611496477,10816.110335156369,793.6170458811699,LM,LM,1802.69300801289,
7,Algeria,1992,Chronic respiratory diseases,34.232722876459455,973.0979733599725,909.51868576778,LM,LM,1802.69300801289,
8,Algeria,1992,Environmental heat and cold exposure,0.123086136207277,9.733579993037798,33.62697691655,LM,LM,1802.69300801289,
9,Algeria,1993,Cardiovascular diseases,505.4664335492659,10633.970031198502,791.7486447672101,LM,LM,1831.04800976449,
10,Algeria,1993,Chronic respiratory diseases,33.579754416625086,961.7968565605322,912.7828386141,LM,LM,1831.04800976449,
11,Algeria,1993,Environmental heat and cold exposure,0.1174851232688701,9.429355631233816,33.27078071759,LM,LM,1831.04800976449,
12,Algeria,1994,Cardiovascular diseases,497.8908450516916,10447.59803066026,789.85328538157,LM,LM,1525.54061760288,
13,Algeria,1994,Chronic respiratory diseases,32.64581898271076,946.7677383061084,915.05896492626,LM,LM,1525.54061760288,
14,Algeria,1994,Environmental heat and cold exposure,0.112074820602368,9.170466520164217,32.939524674249995,LM,LM,1525.54061760288,
15,Algeria,1995,Cardiovascular diseases,490.9022054502192,10285.170167686594,787.96449542336,LM,LM,1466.94806760415,
16,Algeria,1995,Chronic respiratory diseases,32.08136662582847,936.3292943863006,916.16063265886,LM,LM,1466.94806760415,
17,Algeria,1995,Environmental heat and cold exposure,0.1071223683533427,8.89455144621572,32.63872680651,LM,LM,1466.94806760415,
18,Algeria,1996,Cardiovascular diseases,484.2429884719402,10129.741246182257,786.0524967991399,LM,LM,1616.83198721285,
19,Algeria,1996,Chronic respiratory diseases,31.59577673035845,927.843576345385,916.01099544691,LM,LM,1616.83198721285,
20,Algeria,1996,Environmental heat and cold exposure,0.1022145526275916,8.622490086161312,32.32385723467,LM,LM,1616.83198721285,
21,Algeria,1997,Cardiovascular diseases,476.40164291330376,9958.902886293212,784.00606553436,LM,LM,1628.76100561506,
22,Algeria,1997,Chronic respiratory diseases,31.183819023184952,922.2714023971498,915.09895788432,LM,LM,1628.76100561506,
23,Algeria,1997,Environmental heat and cold exposure,0.0984716975383948,8.41224342331284,31.9816372809,LM,LM,1628.76100561506,
24,Algeria,1998,Cardiovascular diseases,469.23344891476177,9800.48806594237,781.5993450329199,LM,LM,1603.36623200836,
25,Algeria,1998,Chronic respiratory diseases,30.84058644556577,916.7571573291962,914.05281080156,LM,LM,1603.36623200836,
26,Algeria,1998,Environmental heat and cold exposure,0.0946371060233558,8.187327811183504,31.66424185197,LM,LM,1603.36623200836,
27,Algeria,1999,Cardiovascular diseases,460.9665372948345,9616.547928579846,778.73913075545,LM,LM,1596.11822239025,
28,Algeria,1999,Chronic respiratory diseases,30.907623978443485,918.9866577010802,913.49460513692,LM,LM,1596.11822239025,
29,Algeria,1999,Environmental heat and cold exposure,0.0919150278697905,8.002365780108981,31.42382715603,LM,LM,1596.11822239025,
30,Algeria,2000,Cardiovascular diseases,452.0583130850277,9422.8145236253,775.22582854553,LM,LM,1772.92869122761,3.21485448
31,Algeria,2000,Chronic respiratory diseases,30.9190958667053,919.0402430901016,914.07155405893,LM,LM,1772.92869122761,3.21485448
32,Algeria,2000,Environmental heat and cold exposure,0.0889902962998864,7.823117824352236,31.31257853539,LM,LM,1772.92869122761,3.21485448
33,Algeria,2001,Cardiovascular diseases,442.3111309628652,9208.694470161352,769.1896632899201,LM,LM,1896.30020878013,3.53628588
34,Algeria,2001,Chronic respiratory diseases,30.85275787259122,918.9993365798892,917.69923743677,LM,LM,1896.30020878013,3.53628588
35,Algeria,2001,Environmental heat and cold exposure,0.086536636880197,7.6880933835637295,31.317100783780003,LM,LM,1896.30020878013,3.53628588
36,Algeria,2002,Cardiovascular diseases,433.2143253314321,9004.574964684194,759.90353890647,LM,LM,1937.46411413019,3.44169641
37,Algeria,2002,Chronic respiratory diseases,30.68834441106476,917.8202274974556,924.45064565641,LM,LM,1937.46411413019,3.44169641
38,Algeria,2002,Environmental heat and cold exposure,0.0842564850894277,7.546659980003391,31.37313034957,LM,LM,1937.46411413019,3.44169641
39,Algeria,2003,Cardiovascular diseases,423.6395979979525,8801.427256995928,748.80834865142,LM,LM,2283.77299346126,3.32569361
40,Algeria,2003,Chronic respiratory diseases,30.9232958820516,921.6961277674692,932.18211907029,LM,LM,2283.77299346126,3.32569361
41,Algeria,2003,Environmental heat and cold exposure,0.2466887918492292,13.910670459013629,31.45635466419,LM,LM,2283.77299346126,3.32569361
42,Algeria,2004,Cardiovascular diseases,414.1561264638367,8597.523393396934,737.36537475469,LM,LM,2816.99384960555,3.29030514
43,Algeria,2004,Chronic respiratory diseases,31.03564521942173,925.5374025976836,938.73689600364,LM,LM,2816.99384960555,3.29030514
44,Algeria,2004,Environmental heat and cold exposure,0.0857083656792368,7.508078727918153,31.54246590768,LM,LM,2816.99384960555,3.29030514
45,Algeria,2005,Cardiovascular diseases,403.801192162872,8371.947733271061,727.0054921787901,LM,LM,3233.13339634212,3.1188612
46,Algeria,2005,Chronic respiratory diseases,31.044562237418152,924.1626624291752,941.98921844046,LM,LM,3233.13339634212,3.1188612
