country,year,n_extreme_vars,max_z_score,extreme_high_vars,extreme_low_vars,extreme_high_count,extreme_low_count
Gabon,2003,6,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","annual_total_evap, mean_latent_heat",4,2
Gabon,2004,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2005,6,1.909925011664098,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, evap_deficit, pressure_variability, mean_annual_rsn",,6,0
Gabon,2006,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2007,8,1.953886903700526,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar",mean_annual_net_thermal,7,1
Gabon,2008,7,1.164349340916752,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_annual_net_solar","mean_annual_net_thermal, mean_sensible_heat",5,2
Gabon,2009,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2010,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2011,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2012,6,1.9632464606884175,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",min_temp,5,1
Gabon,2013,5,1.9437442873556525,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Gabon,2014,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2015,5,1.6065065225403499,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,5,0
Gabon,2016,11,3.504832150217675,"mean_temp, anomaly_heat_days, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,11,0
Gabon,2017,5,2.1718191730153853,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Gabon,2018,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,2019,8,2.694252154213192,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, ozone_mean, no2_mean, mean_annual_rsn",,8,0
Gabon,2020,7,2.824372286660988,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, ozone_mean, mean_annual_rsn",,7,0
Gabon,2021,8,1.8182510143950716,"heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, max_year_precip, max_runoff, mean_annual_rsn",,8,0
Gabon,2022,14,2.4429694370499497,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, drought_episodes, mean_dry_area, pm2.5_mean, annual_total_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_solar",11,3
Gabon,2023,20,5.3583488110431485,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, mean_annual_net_solar",18,2
Germany,1990,3,2.6802900320115524,"anomaly_cold_days, pm2.5_mean, no2_mean",,3,0
Germany,1991,2,1.4713793489110072,"anomaly_cold_days, pm2.5_mean",,2,0
Germany,1993,1,1.7124323969483304,pressure_variability,,1,0
Germany,1994,2,2.184736841435477,"anomaly_heat_days, heat_episodes",,2,0
Germany,1995,1,1.6547889934253515,mean_annual_rsn,,1,0
Germany,1996,6,2.8399509620823093,"annual_freeze_burden, mean_cold_area, annual_total_evap, annual_potential_evap, mean_latent_heat",mean_temp,5,1
Germany,1998,4,1.9673062550666824,"mean_annual_wind_speed, mean_annual_net_thermal, mean_sensible_heat",mean_annual_net_solar,3,1
Germany,1999,3,2.496357961123503,"max_year_precip, runoff_days, max_runoff",,3,0
Germany,2000,1,2.135182766748188,runoff_days,,1,0
Germany,2002,4,2.727695980188139,"heavy_rain_days, extreme_rain_days, max_year_precip, mean_sensible_heat",,4,0
Germany,2003,18,2.9921395871833707,"anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, ozone_mean, mean_annual_net_solar","min_temp, mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",13,5
Germany,2004,1,2.202408834710587,ozone_mean,,1,0
Germany,2005,1,1.5746616957482866,anomaly_cold_days,,1,0
Germany,2007,3,1.7126889081826204,max_monthly_wind_speed,"annual_total_evap, mean_latent_heat",1,2
Germany,2010,5,3.231639862437425,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_temp,4,1
Germany,2011,2,2.157059856277891,"winter_mean_snow_density, drought_episodes",,2,0
Germany,2012,1,2.0156312894148516,pressure_variability,,1,0
Germany,2013,1,2.0623778809379636,max_runoff,,1,0
Germany,2014,3,3.251097024869237,,"annual_total_evap, mean_annual_rsn, mean_latent_heat",0,3
Germany,2015,1,1.6784782391756312,max_temp,,1,0
Germany,2017,1,2.1788775074618036,,min_temp,0,1
Germany,2018,15,3.4197263857427385,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_dry_area, mean_dry_area, evap_deficit, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",11,4
Germany,2019,1,2.118261856047697,max_temp,,1,0
Germany,2020,2,1.8213079469187587,max_monthly_wind_speed,mean_annual_rsn,1,1
Germany,2021,1,2.132756208121249,extreme_rain_days,,1,0
Germany,2023,8,5.008303375907277,"mean_temp, heavy_rain_days, mean_annual_wind_speed, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat",mean_annual_net_solar,7,1
Honduras,1990,5,1.4546871575007272,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Honduras,1991,5,1.2497804216953414,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,5,0
Honduras,1992,6,1.2497804216953414,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",mean_sensible_heat,5,1
Honduras,1993,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,1994,11,2.345440495356259,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",8,3
Honduras,1995,5,2.1913399019307427,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Honduras,1996,6,2.8880269559341136,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","mean_temp, min_temp",4,2
Honduras,1997,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,1998,9,3.256673191329836,"max_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, drought_episodes, max_runoff, mean_annual_rsn",,9,0
Honduras,1999,8,2.406328568716321,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, mean_annual_rsn",mean_temp,7,1
Honduras,2000,7,2.178431155523132,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_wind_speed, mean_annual_rsn",,7,0
Honduras,2001,6,2.0824439847431133,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, max_monthly_wind_speed, mean_annual_rsn",,6,0
Honduras,2002,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2003,5,1.7168878306273543,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_rsn",,5,0
Honduras,2004,5,1.7985739360440764,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",,5,0
Honduras,2005,6,1.9479911970349637,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, pressure_variability, mean_annual_rsn",,6,0
Honduras,2006,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2007,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2008,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2009,6,1.6080536757827237,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, no2_mean, mean_annual_rsn",min_temp,5,1
Honduras,2010,8,2.1594000876565422,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, extreme_rain_days, drought_episodes, runoff_days, mean_annual_rsn",,8,0
Honduras,2011,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2012,6,0.5851056431595105,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","annual_total_evap, mean_latent_heat",4,2
Honduras,2013,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2014,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2015,5,1.8448759613454773,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,5,0
Honduras,2016,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2017,6,3.0936187898589234,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn",,6,0
Honduras,2018,6,0.5330739652755196,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","annual_total_evap, mean_latent_heat",4,2
Honduras,2019,17,2.5434876061348586,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal",15,2
Honduras,2020,8,2.333865749206637,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, drought_episodes, mean_annual_rsn",min_monthly_soil_moisture,7,1
Honduras,2021,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Honduras,2022,10,1.743611025738853,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,9,1
Honduras,2023,19,5.3016716242082165,"mean_temp, max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar",17,2
Japan,1990,5,1.637997638700576,"annual_dry_area, drought_episodes, mean_dry_area, pressure_variability",min_monthly_soil_moisture,4,1
Japan,1991,1,1.5255795972084953,heavy_rain_days,,1,0
Japan,1993,2,2.382123551241154,runoff_days,mean_temp,1,1
Japan,1994,18,4.1437749665562,"max_temp, anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_dry_area, mean_dry_area, evap_deficit, max_monthly_wind_speed, pressure_variability, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",14,4
Japan,1995,1,1.6953447824342018,mean_annual_wind_speed,,1,0
Japan,1996,3,2.109293530201364,"annual_freeze_burden, mean_cold_area",mean_temp,2,1
Japan,1997,1,1.601058764594875,extreme_rain_days,,1,0
Japan,1998,5,2.8260272473406296,"anomaly_cold_days, heavy_rain_days, extreme_rain_days, runoff_days",min_temp,4,1
Japan,2001,1,3.459745386416374,anomaly_cold_days,,1,0
Japan,2003,3,1.2408533071116714,"annual_total_evap, annual_potential_evap, mean_latent_heat",,3,0
Japan,2004,2,1.1446708679490647,,"annual_total_evap, mean_latent_heat",0,2
Japan,2005,8,2.213515543967178,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, no2_mean, mean_annual_rsn",mean_soil_moisture,7,1
Japan,2007,5,2.7034203954488207,"evap_deficit, pm2.5_mean, ozone_mean, mean_annual_net_solar",mean_annual_net_thermal,4,1
Japan,2008,2,2.2202861329244583,"pm2.5_mean, ozone_mean",,2,0
Japan,2010,1,1.2902849504901175,mean_sensible_heat,,1,0
Japan,2011,3,2.096838472722402,"extreme_rain_days, max_year_precip, max_monthly_wind_speed",,3,0
Japan,2012,1,1.7108285482980983,heavy_rain_days,,1,0
Japan,2013,2,1.993699646689557,"max_temp, mean_annual_wind_speed",,2,0
Japan,2014,2,1.40250210019095,"mean_annual_rsn, mean_sensible_heat",,2,0
Japan,2015,1,2.1202065527998846,winter_mean_snow_density,,1,0
Japan,2018,3,2.6389105274030618,"anomaly_heat_days, drought_episodes, max_runoff",,3,0
Japan,2019,3,2.4210826473762315,,"min_temp, annual_total_evap, mean_latent_heat",0,3
Japan,2020,1,2.1964496904007964,,mean_annual_rsn,0,1
Japan,2021,2,1.5255795972084953,"mean_temp, heavy_rain_days",,2,0
Japan,2022,2,1.5840839934362188,mean_annual_net_thermal,mean_annual_net_solar,1,1
Japan,2023,15,5.043759335033018,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, drought_episodes, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat","mean_annual_rsn, mean_annual_net_solar, mean_sensible_heat",12,3
Kazakhstan,1990,6,3.144920807144731,"runoff_days, max_runoff, ozone_mean, no2_mean","annual_total_evap, mean_latent_heat",4,2
Kazakhstan,1992,1,2.3706842654134053,mean_annual_rsn,,1,0
Kazakhstan,1993,9,2.6418082706257024,"annual_freeze_burden, mean_cold_area, heavy_rain_days, runoff_days, annual_potential_evap, mean_annual_rsn, mean_sensible_heat","mean_temp, mean_annual_net_solar",7,2
Kazakhstan,1995,1,1.8908189705325875,mean_annual_wind_speed,,1,0
Kazakhstan,1996,4,2.730163917599893,"anomaly_cold_days, annual_freeze_burden, mean_cold_area",mean_temp,3,1
Kazakhstan,1998,3,1.8113889131241088,"heat_episodes, max_monthly_wind_speed",min_temp,2,1
Kazakhstan,1999,3,1.9178524971048263,"heavy_rain_days, extreme_rain_days, ozone_mean",,3,0
Kazakhstan,2001,2,2.033010771670598,"anomaly_cold_days, max_runoff",,2,0
Kazakhstan,2003,2,1.5825175944937562,"heavy_rain_days, mean_sensible_heat",,2,0
Kazakhstan,2005,1,1.7735035183685006,anomaly_heat_days,,1,0
Kazakhstan,2006,2,2.16675864635456,anomaly_heat_days,min_temp,1,1
Kazakhstan,2008,5,1.8953287148328968,"annual_dry_area, pm2.5_mean, pressure_variability","min_monthly_soil_moisture, mean_annual_rsn",3,2
Kazakhstan,2010,6,1.989973563363495,"drought_episodes, mean_dry_area, evap_deficit, mean_annual_net_solar","min_monthly_soil_moisture, mean_annual_net_thermal",4,2
Kazakhstan,2011,1,1.5520197490582892,,mean_annual_rsn,0,1
Kazakhstan,2012,12,2.049607570911453,"extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_dry_area, drought_episodes, mean_dry_area, mean_annual_wind_speed, pressure_variability","mean_soil_moisture, mean_sensible_heat",10,2
Kazakhstan,2013,2,1.5426479538281113,"mean_temp, pm2.5_mean",,2,0
Kazakhstan,2014,1,1.4701065582216395,max_year_precip,,1,0
Kazakhstan,2015,3,1.8189736854319043,"max_temp, winter_mean_snow_density, max_monthly_wind_speed",,3,0
Kazakhstan,2016,6,3.093242012518027,"winter_mean_snow_density, heavy_rain_days, extreme_rain_days, max_year_precip","annual_total_evap, mean_latent_heat",4,2
Kazakhstan,2020,1,1.7967263614114453,,mean_soil_moisture,0,1
Kazakhstan,2021,12,1.8789755041715168,"max_temp, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, evap_deficit, annual_total_evap, mean_annual_net_solar, mean_latent_heat","mean_annual_net_thermal, mean_sensible_heat",10,2
Kazakhstan,2022,1,1.1330021231889236,mean_annual_net_thermal,,1,0
Kazakhstan,2023,7,4.851583639592538,"mean_temp, heat_episodes, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat",mean_annual_net_solar,6,1
Madagascar,1990,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,1991,6,2.0053481600622285,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","min_temp, min_monthly_soil_moisture",4,2
Madagascar,1992,6,1.3767740764872254,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","mean_soil_moisture, mean_annual_net_thermal",4,2
Madagascar,1993,7,2.3280452680623482,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",mean_temp,6,1
Madagascar,1994,7,1.6210677576153143,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","mean_temp, annual_total_evap, mean_latent_heat",4,3
Madagascar,1995,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,1996,6,5.659453309702792,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, mean_annual_rsn",min_temp,5,1
Madagascar,1997,6,0.9239500355377436,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","annual_total_evap, mean_latent_heat",4,2
Madagascar,1998,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,1999,8,1.4307697042714476,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, mean_annual_rsn, mean_annual_net_solar",mean_annual_net_thermal,7,1
Madagascar,2000,5,1.7467216190842854,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,5,0
Madagascar,2001,8,2.6305093685771275,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, pm2.5_mean, mean_annual_rsn, mean_annual_net_solar",,8,0
Madagascar,2002,5,1.9325789134014402,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",,5,0
Madagascar,2003,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2004,5,2.2185856808540274,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Madagascar,2005,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2006,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2007,8,2.2068347761687215,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, max_year_precip, runoff_days, max_runoff, mean_annual_rsn",,8,0
Madagascar,2008,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2009,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2010,11,2.1086563780853558,"max_temp, heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,11,0
Madagascar,2011,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2012,5,1.7563815043752027,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn",,5,0
Madagascar,2013,6,2.2344441930899768,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_monthly_soil_moisture,5,1
Madagascar,2014,4,0.17149858514250885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Madagascar,2015,7,2.4390321877219168,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, drought_episodes, runoff_days, mean_annual_rsn",,7,0
Madagascar,2016,5,1.8166961991817756,"heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Madagascar,2017,5,1.6791768181200482,"extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Madagascar,2018,5,1.7916733931271056,"extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Madagascar,2019,11,2.179923642138627,"mean_temp, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, ozone_mean, mean_annual_rsn",,11,0
Madagascar,2020,14,2.4332767047310275,"max_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, ozone_mean, no2_mean, mean_annual_wind_speed, mean_annual_rsn","mean_soil_moisture, mean_sensible_heat",12,2
Madagascar,2021,7,1.9638245864811648,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, evap_deficit, mean_annual_rsn",mean_sensible_heat,6,1
Madagascar,2022,11,1.8557290650285085,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,10,1
Madagascar,2023,11,5.174756778666653,"mean_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,10,1
Malawi,1990,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,1991,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,1992,5,2.1075736377057135,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Malawi,1993,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,1994,5,1.518934238090611,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Malawi,1995,11,2.2477491054973853,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, evap_deficit, max_runoff, mean_annual_rsn","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",7,4
Malawi,1996,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,1997,7,1.7432751905240012,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn","annual_total_evap, mean_latent_heat",5,2
Malawi,1998,7,1.577617329802473,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_wind_speed, mean_annual_rsn, mean_annual_net_solar",,7,0
Malawi,1999,5,2.2999660721286683,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, mean_annual_rsn",,5,0
Malawi,2000,6,1.762405939871972,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",mean_temp,5,1
Malawi,2001,6,1.88461850172175,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,6,0
Malawi,2002,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2003,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2004,5,1.5037357400375626,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_temp,4,1
Malawi,2005,17,2.1339641431187872,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",14,3
Malawi,2006,6,1.6879893999696873,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, ozone_mean, mean_annual_rsn",,6,0
Malawi,2007,6,1.681915251666697,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, ozone_mean, mean_annual_rsn",,6,0
Malawi,2008,6,3.1990190977943547,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pm2.5_mean, mean_annual_rsn",,6,0
Malawi,2009,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2010,5,2.4909691098430895,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Malawi,2011,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2012,5,1.5760489865740512,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Malawi,2013,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2014,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Malawi,2015,5,1.9064192563821316,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, mean_annual_rsn",,5,0
Malawi,2016,12,3.0832333519323596,"mean_temp, anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,12,0
Malawi,2017,5,1.779087240602972,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn",,5,0
