country,year,n_extreme_vars,max_z_score,extreme_high_vars,extreme_low_vars,extreme_high_count,extreme_low_count
Canada,1999,3,2.8955279164488306,"heat_episodes, extreme_heat_episodes, heavy_rain_days",,3,0
Canada,2000,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2001,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2002,3,1.998251364539989,"heat_episodes, extreme_heat_episodes, ozone_mean",,3,0
Canada,2003,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2004,5,2.3028372225197686,"heat_episodes, extreme_heat_episodes, anomaly_cold_days, mean_annual_rsn",mean_temp,4,1
Canada,2005,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2006,6,2.0945616171197594,"heat_episodes, extreme_heat_episodes, winter_mean_snow_density, heavy_rain_days, ozone_mean, pressure_variability",,6,0
Canada,2007,3,1.8152853115671586,"max_temp, heat_episodes, extreme_heat_episodes",,3,0
Canada,2008,3,2.401731074080131,"heat_episodes, extreme_heat_episodes",min_temp,2,1
Canada,2009,3,1.9666743579374488,"heat_episodes, extreme_heat_episodes, max_runoff",,3,0
Canada,2010,8,2.719024895581162,"mean_temp, heat_episodes, extreme_heat_episodes, winter_mean_snow_density, max_year_precip, evap_deficit","annual_total_evap, mean_latent_heat",6,2
Canada,2011,5,2.577322213022782,"heat_episodes, extreme_heat_episodes, runoff_days, pressure_variability",mean_annual_net_thermal,4,1
Canada,2012,3,1.3260678573881615,"heat_episodes, extreme_heat_episodes, heavy_rain_days",,3,0
Canada,2013,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2014,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2015,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2016,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2017,4,2.022757159571773,"anomaly_heat_days, heat_episodes, extreme_heat_episodes, max_runoff",,4,0
Canada,2018,10,2.429330324062479,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, mean_cold_area, max_monthly_wind_speed, mean_annual_wind_speed",,10,0
Canada,2019,2,0.0,"heat_episodes, extreme_heat_episodes",,2,0
Canada,2020,4,1.9540862543062834,"heat_episodes, extreme_heat_episodes, mean_sensible_heat",min_temp,3,1
Canada,2021,10,3.466627009009279,"max_temp, anomaly_heat_days, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, extreme_rain_days, runoff_days",,10,0
Canada,2022,8,1.762626625294145,"heat_episodes, extreme_heat_episodes, max_monthly_wind_speed, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat",mean_annual_net_solar,7,1
Canada,2023,12,5.5438640587564985,"mean_temp, heat_episodes, extreme_heat_episodes, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_rsn, mean_annual_net_solar",8,4
Central African Rep.,1990,5,1.7041863489545008,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn",,5,0
Central African Rep.,1991,9,1.436272062773249,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_sensible_heat","annual_total_evap, mean_latent_heat",7,2
Central African Rep.,1992,8,2.3822839932052227,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, mean_annual_rsn","mean_temp, min_temp",6,2
Central African Rep.,1993,8,1.5228717038459525,"extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","mean_temp, annual_total_evap, mean_latent_heat",5,3
Central African Rep.,1994,6,2.708047003460377,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, runoff_days, mean_annual_rsn",,6,0
Central African Rep.,1995,5,1.4997320675331747,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_rsn",,5,0
Central African Rep.,1996,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,1997,7,2.6814553760007107,"extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_monthly_wind_speed, mean_annual_rsn",,7,0
Central African Rep.,1998,6,1.9464428942943885,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, max_runoff, mean_annual_rsn",,6,0
Central African Rep.,1999,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2000,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2001,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2002,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2003,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2004,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2005,7,1.959486760743377,"max_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,7,0
Central African Rep.,2006,5,1.4529998092215373,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Central African Rep.,2007,5,1.9589154480926676,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn",,5,0
Central African Rep.,2008,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2009,7,1.388183123007009,"heat_episodes, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,7,0
Central African Rep.,2010,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2011,6,1.7784943092692445,"extreme_heat_episodes, anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,6,0
Central African Rep.,2012,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2013,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2014,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2015,12,1.7641524453956494,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_annual_net_solar",min_temp,11,1
Central African Rep.,2016,8,2.5922159679089596,"anomaly_heat_days, extreme_heat_episodes, extreme_area, caution_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,8,0
Central African Rep.,2017,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2018,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Central African Rep.,2019,5,1.7496218674414201,"anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,5,0
Central African Rep.,2020,11,2.7543138548098343,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, drought_episodes, evap_deficit, mean_annual_wind_speed, mean_annual_rsn","mean_annual_net_thermal, mean_sensible_heat",9,2
Central African Rep.,2021,15,2.058979669500879,"mean_temp, extreme_heat_episodes, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",11,4
Central African Rep.,2022,15,2.7281783672917372,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, annual_dry_area, drought_episodes, mean_dry_area, max_runoff, mean_annual_wind_speed, annual_total_evap, mean_annual_rsn, mean_latent_heat","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_net_solar",12,3
Central African Rep.,2023,11,5.3086352867293325,"mean_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,10,1
Chad,1990,1,3.036166497407774,no2_mean,,1,0
Chad,1992,5,2.6069541955098168,"anomaly_cold_days, annual_freeze_burden, mean_cold_area","mean_temp, min_temp",3,2
Chad,1993,5,4.982929783410642,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",min_temp,4,1
Chad,1994,3,2.2081352623439305,"heavy_rain_days, runoff_days",mean_temp,2,1
Chad,1995,3,1.829810693361817,max_year_precip,"annual_total_evap, mean_latent_heat",1,2
Chad,1996,2,2.290678040531654,"extreme_heat_episodes, heavy_rain_days",,2,0
Chad,1997,1,1.9647909060768893,max_monthly_wind_speed,,1,0
Chad,1998,3,2.1170983187345014,"anomaly_heat_days, runoff_days, max_runoff",,3,0
Chad,1999,3,1.7128876031029103,mean_sensible_heat,"annual_total_evap, mean_latent_heat",1,2
Chad,2000,3,1.7673177371036712,"mean_annual_wind_speed, mean_annual_rsn, mean_annual_net_solar",,3,0
Chad,2002,1,1.5625930078411026,pressure_variability,,1,0
Chad,2004,1,0.4639748363189341,,mean_annual_net_thermal,0,1
Chad,2006,1,0.4457467537610288,,mean_annual_rsn,0,1
Chad,2008,1,1.6806900637623474,winter_mean_snow_density,,1,0
Chad,2009,2,1.6074933617765994,extreme_heat_episodes,mean_annual_rsn,1,1
Chad,2010,9,3.380960895965883,"mean_temp, max_temp, heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, extreme_rain_days, max_year_precip",,9,0
Chad,2012,1,0.4457467537610288,,mean_annual_rsn,0,1
Chad,2013,6,1.648204612232374,"max_temp, heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area",,6,0
Chad,2014,1,0.4457467537610288,,mean_annual_rsn,0,1
Chad,2015,7,3.4390909246340726,"anomaly_cold_days, evap_deficit, pm2.5_mean, max_monthly_wind_speed, pressure_variability","mean_annual_rsn, mean_sensible_heat",5,2
Chad,2016,1,2.0933105233468154,pm2.5_mean,,1,0
Chad,2017,1,0.4457467537610288,,mean_annual_rsn,0,1
Chad,2018,1,0.4457467537610288,,mean_annual_rsn,0,1
Chad,2019,3,1.745115779715516,"heavy_rain_days, ozone_mean",mean_annual_rsn,2,1
Chad,2020,1,1.8876054953228243,ozone_mean,,1,0
Chad,2021,11,2.307341035893598,"annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, mean_annual_wind_speed, mean_annual_net_solar","mean_soil_moisture, min_monthly_soil_moisture, mean_annual_rsn, mean_annual_net_thermal, mean_sensible_heat",6,5
Chad,2022,8,2.1602468700905946,"extreme_rain_days, max_runoff, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat","min_monthly_soil_moisture, mean_annual_net_solar",6,2
Chad,2023,13,5.376256628197655,"mean_temp, anomaly_heat_days, annual_dry_area, drought_episodes, mean_dry_area, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, mean_annual_rsn, mean_annual_net_solar",10,3
Colombia,1990,2,2.6952644143504694,"winter_mean_snow_density, pm2.5_mean",,2,0
Colombia,1991,2,1.968977384693082,"pm2.5_mean, max_monthly_wind_speed",,2,0
Colombia,1995,2,1.8017038202014342,no2_mean,min_monthly_soil_moisture,1,1
Colombia,1996,1,1.6419739435729512,heavy_rain_days,,1,0
Colombia,1997,1,2.259818635057878,mean_annual_wind_speed,,1,0
Colombia,1998,4,2.637436298085262,"extreme_rain_days, max_year_precip, runoff_days, max_runoff",,4,0
Colombia,1999,1,1.956058107875682,,mean_temp,0,1
Colombia,2000,8,2.637436298085262,"max_temp, anomaly_cold_days, heavy_rain_days, extreme_rain_days, runoff_days, mean_annual_wind_speed, mean_annual_rsn",mean_temp,7,1
Colombia,2001,2,2.736833110126998,"ozone_mean, mean_annual_rsn",,2,0
Colombia,2002,3,2.675485427386298,"max_year_precip, max_runoff, ozone_mean",,3,0
Colombia,2003,1,1.8437439523901313,ozone_mean,,1,0
Colombia,2004,1,1.6419739435729512,heavy_rain_days,,1,0
Colombia,2005,2,0.4483421985374688,,"annual_total_evap, mean_latent_heat",0,2
Colombia,2007,2,3.9407374645751116,drought_episodes,min_monthly_soil_moisture,1,1
Colombia,2008,1,1.6419739435729512,heavy_rain_days,,1,0
Colombia,2010,1,1.9356717969517905,pressure_variability,,1,0
Colombia,2011,2,2.531700754553036,winter_mean_snow_density,min_temp,1,1
Colombia,2012,1,1.6419739435729512,heavy_rain_days,,1,0
Colombia,2015,2,2.576346457989439,"anomaly_heat_days, heat_episodes",,2,0
Colombia,2016,2,1.7794528100439195,"heavy_rain_days, pressure_variability",,2,0
Colombia,2017,3,0.5503833484615008,mean_annual_net_solar,"annual_total_evap, mean_latent_heat",1,2
Colombia,2018,1,2.030391339097765,max_monthly_wind_speed,,1,0
Colombia,2019,3,2.0386191432464007,anomaly_heat_days,"mean_annual_net_thermal, mean_sensible_heat",1,2
Colombia,2020,15,3.9407374645751116,"mean_temp, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, heavy_rain_days, annual_dry_area, drought_episodes, mean_dry_area, evap_deficit, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",12,3
Colombia,2021,1,1.009792949198347,evap_deficit,,1,0
Colombia,2022,11,2.503498338285826,"max_temp, annual_freeze_burden, mean_cold_area, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_temp, mean_annual_rsn, mean_annual_net_solar",8,3
Colombia,2023,20,5.295172127311713,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, anomaly_cold_days, annual_freeze_burden, mean_cold_area, annual_dry_area, mean_dry_area, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","mean_soil_moisture, mean_annual_rsn, mean_annual_net_solar",17,3
Cuba,1990,6,2.1022838303172815,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, mean_annual_wind_speed, mean_annual_rsn",,6,0
Cuba,1991,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1992,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1993,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1994,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1995,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1996,7,2.11958286527102,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn","mean_temp, min_temp",5,2
Cuba,1997,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,1998,7,3.9476612529907293,"max_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_rsn",,7,0
Cuba,1999,5,1.9641523414872062,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, ozone_mean, mean_annual_rsn",,5,0
Cuba,2000,12,2.044038726012027,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, pm2.5_mean, mean_annual_rsn, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",9,3
Cuba,2001,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2002,7,2.2583846712597273,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, pm2.5_mean, mean_annual_rsn",,7,0
Cuba,2003,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2004,13,2.904450709079775,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_dry_area, mean_dry_area, evap_deficit, mean_annual_wind_speed, annual_total_evap, mean_annual_rsn, mean_latent_heat","mean_soil_moisture, mean_annual_net_thermal, mean_sensible_heat",10,3
Cuba,2005,9,2.154142617403324,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, extreme_rain_days, runoff_days, pressure_variability, mean_annual_rsn",min_monthly_soil_moisture,8,1
Cuba,2006,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2007,10,2.9699311552120697,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, runoff_days, no2_mean, mean_annual_rsn, mean_sensible_heat","annual_total_evap, mean_latent_heat",8,2
Cuba,2008,5,1.689026750878313,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Cuba,2009,5,0.39198275529486404,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn, mean_annual_net_solar",,5,0
Cuba,2010,8,3.9903059560999967,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, mean_annual_rsn","mean_temp, min_temp",6,2
Cuba,2011,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2012,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2013,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2014,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2015,6,1.749327598004081,"mean_temp, anomaly_heat_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,6,0
Cuba,2016,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2017,7,2.6096310982285216,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, extreme_rain_days, max_runoff, mean_annual_rsn",,7,0
Cuba,2018,7,2.2757669433425067,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_monthly_wind_speed, mean_annual_rsn","annual_total_evap, mean_latent_heat",5,2
Cuba,2019,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2020,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2021,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Cuba,2022,14,4.6155799329688785,"max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal",mean_annual_net_solar,13,1
Cuba,2023,19,5.4145161213803235,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar",17,2
Egypt,1991,4,2.3304324757658996,"max_temp, heavy_rain_days","annual_total_evap, mean_latent_heat",2,2
Egypt,1992,8,4.91197770998713,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_rsn","mean_temp, min_temp",6,2
Egypt,1993,2,1.4966153710628813,"anomaly_cold_days, ozone_mean",,2,0
Egypt,1994,2,2.508189237839147,"extreme_rain_days, max_runoff",,2,0
Egypt,1996,1,1.7760663739584095,runoff_days,,1,0
Egypt,1997,1,1.5713133732213123,,min_temp,0,1
Egypt,1999,2,2.0236337358010767,max_monthly_wind_speed,mean_annual_rsn,1,1
Egypt,2000,6,2.0629737802631998,"max_temp, winter_mean_snow_density, runoff_days, mean_annual_wind_speed, mean_annual_rsn",mean_temp,5,1
Egypt,2001,6,1.8384488243675392,"annual_dry_area, drought_episodes, mean_dry_area, mean_annual_net_solar","min_monthly_soil_moisture, mean_annual_rsn",4,2
Egypt,2003,1,2.9022752574300226,pm2.5_mean,,1,0
Egypt,2004,3,2.2011195212567514,"runoff_days, pm2.5_mean",mean_annual_net_thermal,2,1
Egypt,2007,1,1.3120044627920078,ozone_mean,,1,0
Egypt,2008,4,2.0303748905273213,"annual_freeze_burden, mean_cold_area, runoff_days, pressure_variability",,4,0
Egypt,2009,6,1.6410556979215043,"drought_episodes, mean_dry_area, annual_total_evap, mean_latent_heat","mean_soil_moisture, min_monthly_soil_moisture",4,2
Egypt,2010,10,2.7972437657905367,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, evap_deficit","mean_soil_moisture, mean_annual_net_thermal",8,2
Egypt,2011,1,0.42532328315063966,,mean_sensible_heat,0,1
Egypt,2012,2,1.7760663739584095,"annual_dry_area, runoff_days",,2,0
Egypt,2013,2,1.9344916782782584,"max_monthly_wind_speed, mean_annual_net_solar",,2,0
Egypt,2015,2,2.763409001318034,heavy_rain_days,mean_sensible_heat,1,1
Egypt,2016,1,1.7760663739584095,runoff_days,,1,0
Egypt,2017,2,2.4882529345391755,"anomaly_heat_days, no2_mean",,2,0
Egypt,2018,8,2.913830322253469,"mean_temp, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, max_year_precip, max_runoff",,8,0
Egypt,2020,6,2.83700559905761,"extreme_rain_days, max_year_precip, runoff_days, pressure_variability","annual_total_evap, mean_latent_heat",4,2
Egypt,2021,1,0.6658613254781308,evap_deficit,,1,0
Egypt,2022,5,1.7396947469794928,"mean_annual_wind_speed, annual_potential_evap, mean_annual_net_thermal, mean_sensible_heat",mean_annual_net_solar,4,1
Egypt,2023,8,5.520042172383198,"anomaly_heat_days, heat_episodes, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat",mean_annual_net_solar,7,1
Finland,1990,3,1.8073774813299253,"pm2.5_mean, no2_mean",mean_annual_rsn,2,1
Finland,1991,1,1.3330128438865456,pm2.5_mean,,1,0
Finland,1992,4,2.2144797424488707,"winter_mean_snow_density, max_monthly_wind_speed, mean_sensible_heat",min_monthly_soil_moisture,3,1
Finland,1993,5,2.572728355649811,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, pressure_variability, mean_annual_rsn",,5,0
Finland,1995,1,1.7119942000852195,mean_annual_rsn,,1,0
Finland,1996,2,2.3715751074756715,"annual_dry_area, drought_episodes",,2,0
Finland,1997,5,2.4956985888509258,"anomaly_heat_days, annual_freeze_burden, mean_cold_area, runoff_days",mean_annual_net_thermal,4,1
Finland,1998,7,2.2358500170984175,"anomaly_cold_days, annual_total_evap, annual_potential_evap, mean_latent_heat","mean_temp, min_temp, mean_annual_net_solar",4,3
Finland,1999,2,3.1067454267009884,anomaly_cold_days,min_temp,1,1
Finland,2000,1,2.358733447639787,runoff_days,,1,0
Finland,2001,1,2.1150599419339002,,mean_annual_rsn,0,1
Finland,2002,7,2.2442616377077553,"annual_dry_area, drought_episodes, mean_dry_area, pressure_variability, mean_annual_net_solar","mean_soil_moisture, mean_annual_net_thermal",5,2
Finland,2003,1,1.3092096557937862,ozone_mean,,1,0
Finland,2004,2,3.267503784623351,"heavy_rain_days, max_year_precip",,2,0
Finland,2005,2,1.8684008264622525,"ozone_mean, max_monthly_wind_speed",,2,0
Finland,2006,4,3.022558199104067,"anomaly_heat_days, evap_deficit","mean_soil_moisture, min_monthly_soil_moisture",2,2
Finland,2009,1,1.6807645927546486,,mean_sensible_heat,0,1
Finland,2010,2,2.4618848031880898,max_temp,mean_temp,1,1
Finland,2011,3,1.037473935015219,heat_episodes,"annual_total_evap, mean_latent_heat",1,2
Finland,2014,2,2.024231857744245,"heat_episodes, extreme_heat_episodes",,2,0
Finland,2015,3,2.093021565120249,"mean_temp, mean_annual_wind_speed, mean_sensible_heat",,3,0
Finland,2017,1,1.7776054382989361,max_runoff,,1,0
Finland,2018,11,5.454557344259454,"heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, mean_dry_area, evap_deficit, max_runoff, mean_annual_net_solar",mean_sensible_heat,10,1
Finland,2020,6,2.496469072465033,"mean_temp, heavy_rain_days, max_year_precip, mean_annual_wind_speed","annual_total_evap, mean_latent_heat",4,2
Finland,2021,8,2.2863733329944695,"max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, extreme_rain_days",,8,0
Finland,2022,2,0.8719616858802922,"heat_episodes, mean_annual_net_thermal",,2,0
Finland,2023,7,4.809508724487032,"heavy_rain_days, extreme_rain_days, annual_total_evap, annual_potential_evap, mean_annual_net_thermal, mean_latent_heat",mean_annual_net_solar,6,1
Gabon,1990,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,1991,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,1992,8,2.5098983647694277,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_wind_speed, pressure_variability, mean_annual_rsn",mean_temp,7,1
Gabon,1993,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,1994,7,1.5110598547355982,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_sensible_heat",mean_temp,6,1
Gabon,1995,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,1996,9,3.1781587946563854,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, max_monthly_wind_speed, mean_annual_rsn","min_temp, min_monthly_soil_moisture",7,2
Gabon,1997,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
Gabon,1998,6,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn","annual_total_evap, mean_latent_heat",4,2
Gabon,1999,6,2.4110492249042097,"max_temp, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, heavy_rain_days, mean_annual_rsn",,6,0
Gabon,2000,6,3.3884183034879953,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, max_year_precip, max_runoff, mean_annual_rsn",,6,0
Gabon,2001,5,1.2500779587652688,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",mean_sensible_heat,4,1
Gabon,2002,4,0.9851843661437781,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",,4,0
