country,year,cause,income_level_mode,Deaths,DALYs,Incidence,Deaths_ltmean,DALYs_ltmean,Incidence_ltmean,Deaths_dev_abs,DALYs_dev_abs,Incidence_dev_abs,Deaths_dev_pct,DALYs_dev_pct,Incidence_dev_pct,is_extreme_year,n_extreme_vars,max_z_score,extreme_high_vars,extreme_low_vars
Cuba,2019,Chronic respiratory diseases,LM,24.66704648808825,1028.5155479794194,2156.05716848198,23.161355846378363,1018.2381910014896,2226.2741257535176,1.5056906417098865,10.277356977929799,-70.21695727153747,6.500874351642608,1.009327392034028,-3.154012188313576,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2019,Environmental heat and cold exposure,LM,0.1033292813529495,4.547885893613454,22.28672754109,0.06904660607099622,4.205935562789105,23.167394522459414,0.03428267528195328,0.341950330824349,-0.8806669813694157,49.651499520052575,8.130184728688272,-3.801320776558025,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2020,Cardiovascular diseases,LM,199.85863417242,4306.374252807771,516.43671711522,226.12477866987763,4806.704187683261,562.0524991053962,-26.266144497457617,-500.3299348754899,-45.61578199017629,-11.61577455242262,-10.409001996784815,-8.115929039152338,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2020,Chronic respiratory diseases,LM,22.5745853971918,987.5206416190994,2158.02574163273,23.161355846378363,1018.2381910014896,2226.2741257535176,-0.5867704491865631,-30.71754938239019,-68.2483841207877,-2.5334028503271484,-3.0167351464373873,-3.065587626038099,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2020,Environmental heat and cold exposure,LM,0.1101569985123607,4.67698471697369,22.60155862635,0.06904660607099622,4.205935562789105,23.167394522459414,0.04111039244136448,0.47104915418458493,-0.5658358961094159,59.54006254716313,11.199628409718562,-2.442380370226231,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2021,Cardiovascular diseases,LM,214.97072970853475,4641.759480502768,518.24406301124,226.12477866987763,4806.704187683261,562.0524991053962,-11.15404896134288,-164.94470718049251,-43.808436094156264,-4.932696463852294,-3.4315551933307695,-7.794367281327806,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2021,Chronic respiratory diseases,LM,27.60063188977022,1102.4125944236018,2167.99109278791,23.161355846378363,1018.2381910014896,2226.2741257535176,4.439276043391857,84.17440342211228,-58.28303296560762,19.16673649347694,8.266671213669802,-2.6179630033601904,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2021,Environmental heat and cold exposure,LM,0.1245358383525994,4.961759820847335,23.04396032884,0.06904660607099622,4.205935562789105,23.167394522459414,0.055489232281603185,0.7558242580582295,-0.12343419361941343,80.36489472711685,17.970419346059018,-0.5327927294532465,True,4,0.0,"annual_freeze_burden, winter_mean_snow_density, mean_cold_area, mean_annual_rsn",
Cuba,2022,Cardiovascular diseases,LM,176.84300257766304,3828.4007449447945,519.96351415837,226.12477866987763,4806.704187683261,562.0524991053962,-49.281776092214585,-978.3034427384664,-42.08898494702623,-21.794062721521403,-20.352894718282837,-7.4884436977005056,True,14,4.6155799329688785,"max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal",mean_annual_net_solar
Cuba,2022,Chronic respiratory diseases,LM,33.27248264616739,1209.5206654206995,2178.65545220891,23.161355846378363,1018.2381910014896,2226.2741257535176,10.111126799789027,191.28247441920996,-47.618673544607645,43.65515933891261,18.785631506423247,-2.1389402586930015,True,14,4.6155799329688785,"max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal",mean_annual_net_solar
Cuba,2022,Environmental heat and cold exposure,LM,0.1444588997288608,5.245117259703319,23.40273784187,0.06904660607099622,4.205935562789105,23.167394522459414,0.07541229365786459,1.0391816969142136,0.2353433194105854,109.21940693264914,24.70750398812804,1.0158385276446775,True,14,4.6155799329688785,"max_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal",mean_annual_net_solar
Cuba,2023,Cardiovascular diseases,LM,179.90771423674823,3899.077997405479,520.35290931187,226.12477866987763,4806.704187683261,562.0524991053962,-46.217064433129394,-907.6261902777819,-41.69958979352623,-20.43874391165342,-18.8825056595638,-7.419162775701263,True,19,5.4145161213803235,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar"
Cuba,2023,Chronic respiratory diseases,LM,34.092350605326075,1219.6920029870869,2179.61845866469,23.161355846378363,1018.2381910014896,2226.2741257535176,10.930994758947712,201.45381198559733,-46.65566708882761,47.1949692040889,19.78454685415572,-2.0956838400588365,True,19,5.4145161213803235,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar"
Cuba,2023,Environmental heat and cold exposure,LM,0.1401736941412972,5.188920870006928,23.45777296639,0.06904660607099622,4.205935562789105,23.167394522459414,0.07112708807030099,0.982985307217823,0.2903784439305852,103.01315606615849,23.371382954948803,1.2533927526855924,True,19,5.4145161213803235,"mean_temp, heat_episodes, extreme_heat_episodes, extreme_area, caution_area, mean_caution_area, mean_extreme_area, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, drought_episodes, annual_total_evap, annual_potential_evap, mean_annual_rsn, mean_annual_net_thermal, mean_latent_heat, mean_sensible_heat","min_monthly_soil_moisture, mean_annual_net_solar"
Egypt,1990,Cardiovascular diseases,LM,662.4243990464502,14873.282255016726,902.16315963341,683.4164757409135,14210.269816397587,935.2335634529855,-20.99207669446332,663.0124386191383,-33.07040381957552,-3.071637491868358,4.665727302757275,-3.536058275910879,False,0,,,
Egypt,1990,Chronic respiratory diseases,LM,59.22533241905906,1741.1398630996027,993.6498694384,46.03984567554379,1303.6726455864239,983.0239675430768,13.18548674351527,437.46721751317887,10.625901895323182,28.639293963835673,33.556523487258985,1.0809402665818062,False,0,,,
Egypt,1990,Environmental heat and cold exposure,LM,0.1918144369142569,13.153121180471482,34.1716701081,0.11486267336687431,8.537744696252583,30.74608332526059,0.07695176354738259,4.615376484218899,3.4255867828394138,66.9945782139309,54.05849727791341,11.141538733894588,False,0,,,
Egypt,1991,Cardiovascular diseases,LM,655.0604547319217,14614.111246427816,904.66476970669,683.4164757409135,14210.269816397587,935.2335634529855,-28.356021008991775,403.84143003022837,-30.56879374629557,-4.149156775632328,2.8418983963571587,-3.2685732143136748,True,4,2.3304324757658996,"max_temp, heavy_rain_days","annual_total_evap, mean_latent_heat"
Egypt,1991,Chronic respiratory diseases,LM,58.790312757487705,1724.0753728683198,989.43319041935,46.03984567554379,1303.6726455864239,983.0239675430768,12.750467081943917,420.402727281896,6.4092228762732475,27.69441750912932,32.24756833743248,0.6519904995085881,True,4,2.3304324757658996,"max_temp, heavy_rain_days","annual_total_evap, mean_latent_heat"
Egypt,1991,Environmental heat and cold exposure,LM,0.176945225721635,12.353949106623052,33.78232967639,0.11486267336687431,8.537744696252583,30.74608332526059,0.062082552354760706,3.816204410370469,3.03624635112941,54.0493709009083,44.69803848837845,9.875229696768788,True,4,2.3304324757658996,"max_temp, heavy_rain_days","annual_total_evap, mean_latent_heat"
Egypt,1992,Cardiovascular diseases,LM,650.621375254736,14471.276728645558,907.58332179782,683.4164757409135,14210.269816397587,935.2335634529855,-32.79510048617749,261.00691224797083,-27.650241655165587,-4.7986991315395615,1.8367484616427792,-2.956506560038098,True,8,4.91197770998713,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_rsn","mean_temp, min_temp"
Egypt,1992,Chronic respiratory diseases,LM,57.6685666940114,1693.3852600244038,985.40852434892,46.03984567554379,1303.6726455864239,983.0239675430768,11.628721018467616,389.71261443797994,2.3845568058432036,25.257949603955236,29.89344109944699,0.2425736182000782,True,8,4.91197770998713,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_rsn","mean_temp, min_temp"
Egypt,1992,Environmental heat and cold exposure,LM,0.1639684729811037,11.686692652069954,33.39982438693,0.11486267336687431,8.537744696252583,30.74608332526059,0.049105799614229395,3.1489479558173716,2.653741061669411,42.75174708617848,36.88266711933327,8.63115159610958,True,8,4.91197770998713,"anomaly_cold_days, annual_freeze_burden, winter_mean_snow_density, mean_cold_area, runoff_days, mean_annual_rsn","mean_temp, min_temp"
Egypt,1993,Cardiovascular diseases,LM,661.1457077727767,14713.810505501864,910.83136454684,683.4164757409135,14210.269816397587,935.2335634529855,-22.270767968136738,503.5406891042767,-24.4021989061456,-3.258740278977368,3.543498438877131,-2.6092090638888092,True,2,1.4966153710628813,"anomaly_cold_days, ozone_mean",
Egypt,1993,Chronic respiratory diseases,LM,58.71617733844248,1711.1926523628529,981.88242710647,46.03984567554379,1303.6726455864239,983.0239675430768,12.67633166289869,407.520006776429,-1.1415404366067605,27.533393035746673,31.25938157528162,-0.11612539208579749,True,2,1.4966153710628813,"anomaly_cold_days, ozone_mean",
Egypt,1993,Environmental heat and cold exposure,LM,0.1560049983343131,11.251278062316462,33.03010181728,0.11486267336687431,8.537744696252583,30.74608332526059,0.041142324967438804,2.7135333660638796,2.2840184920194098,35.818707471685926,31.782788811369745,7.4286486114570875,True,2,1.4966153710628813,"anomaly_cold_days, ozone_mean",
Egypt,1994,Cardiovascular diseases,LM,658.073280888789,14739.50623628732,914.2843920488,683.4164757409135,14210.269816397587,935.2335634529855,-25.343194852124498,529.2364198897321,-20.949171404185563,-3.708309025568799,3.7243235119929454,-2.239993539885257,True,2,2.508189237839147,"extreme_rain_days, max_runoff",
Egypt,1994,Chronic respiratory diseases,LM,58.75346820688049,1709.6934389531082,979.15912737803,46.03984567554379,1303.6726455864239,983.0239675430768,12.713622531336704,406.0207933666843,-3.8648401650467576,27.614389980655684,31.144382352522726,-0.39315828429965494,True,2,2.508189237839147,"extreme_rain_days, max_runoff",
Egypt,1994,Environmental heat and cold exposure,LM,0.1477483860843068,10.831776416569218,32.678909266430004,0.11486267336687431,8.537744696252583,30.74608332526059,0.032885712717432486,2.294031720316635,1.9328259411694155,28.63046083943622,26.869293963820912,6.286413526959482,True,2,2.508189237839147,"extreme_rain_days, max_runoff",
Egypt,1995,Cardiovascular diseases,LM,646.6277813448853,14572.403877984114,917.8094274454,683.4164757409135,14210.269816397587,935.2335634529855,-36.78869439602818,362.1340615865265,-17.424136007585503,-5.383056408779783,2.5483968022102643,-1.8630785601036033,False,0,,,
